capacity,c1_box_index,c2_box_index,c3_box_index,connection_type
1.3788952186473914e-10,7,25,5,0
1.3655734958172297e-10,7,25,5,1
1.5985150812064968e-10,7,25,6,0
1.580639359741019e-10,7,25,6,1
2.0375866948110694e-10,7,25,7,0
2.008631242172624e-10,7,25,7,1
1.9976803525864075e-10,7,25,8,0
1.969840235898945e-10,7,25,8,1
2.4365483175251033e-10,7,25,9,0
2.3952586398873105e-10,7,25,9,1
2.655898345564792e-10,7,25,10,0
2.6069145655712726e-10,7,25,10,1
3.0944305998261375e-10,7,25,11,0
3.0281371922131e-10,7,25,11,1
2.9349902048291936e-10,7,25,12,0
2.8752864260929754e-10,7,25,12,1
3.373380152742528e-10,7,25,13,0
3.294747757446924e-10,7,25,13,1
3.592491309385863e-10,7,25,14,0
3.5034471685603837e-10,7,25,14,1
1.7274000000000002e-07,7,26,0,0
1.348222762533287e-08,7,26,0,1
4.398879525882027e-11,7,26,1,0
4.38568706624178e-11,7,26,1,1
6.597479254192564e-11,7,26,2,0
6.567848192985369e-11,7,26,2,1
1.0992999710731851e-10,7,26,3,0
1.0910978536163944e-10,7,26,3,1
9.39488757999005e-11,7,26,4,0
9.334915646350005e-11,7,26,4,1
1.3788984139103878e-10,7,26,5,0
1.3660178548230876e-10,7,26,5,1
1.5985193753614807e-10,7,26,6,0
1.5812347362153217e-10,7,26,6,1
2.0375936719400498e-10,7,26,7,0
2.00959278981816e-10,7,26,7,1
1.9976870590956405e-10,7,26,8,0
1.9707649944911465e-10,7,26,8,1
2.436558294408731e-10,7,26,9,0
2.396626101777504e-10,7,26,9,1
2.6559101996462547e-10,7,26,10,0
2.6085344570018443e-10,7,26,10,1
3.094446691707599e-10,7,26,11,0
3.0303230757129555e-10,7,26,11,1
2.9350046811609284e-10,7,26,12,0
2.877257134281773e-10,7,26,12,1
3.3733992766267234e-10,7,26,13,0
3.297335659659768e-10,7,26,13,1
3.5925129982668977e-10,7,26,14,0
3.506373451219068e-10,7,26,14,1
1.7318000000000002e-07,7,27,0,0
1.3849405243099664e-08,7,27,0,1
4.398882371957697e-11,7,27,1,0
4.386065331240795e-11,7,27,1,1
6.597485656234488e-11,7,27,2,0
6.568696563816135e-11,7,27,2,1
1.0993017485140516e-10,7,27,3,0
1.0913320089292622e-10,7,27,3,1
9.394900562115494e-11,7,27,4,0
9.336629540302771e-11,7,27,4,1
1.3789012104916975e-10,7,27,5,0
1.366384894361022e-10,7,27,5,1
1.5985231337256262e-10,7,27,6,0
1.58172656186628e-10,7,27,6,1
2.0375997785262767e-10,7,27,7,0
2.010387248300241e-10,7,27,7,1
1.9976929288268544e-10,7,27,8,0
1.9715290438934092e-10,7,27,8,1
2.436567026478457e-10,7,27,9,0
2.3977561285061676e-10,7,27,9,1
2.655920574703366e-10,7,27,10,0
2.6098732067684777e-10,7,27,10,1
3.094460775837224e-10,7,27,11,0
3.032129917641256e-10,7,27,11,1
2.935017351303366e-10,7,27,12,0
2.8788860048097895e-10,7,27,12,1
3.3734160144768843e-10,7,27,13,0
3.2994750568955765e-10,7,27,13,1
3.5925319810994587e-10,7,27,14,0
3.50879280463696e-10,7,27,14,1
1.7380000000000003e-07,7,28,0,0
1.4363636363636366e-08,7,28,0,1
4.398886357884081e-11,7,28,1,0
4.3865626814063255e-11,7,28,1,1
6.597494622295332e-11,7,28,2,0
6.569812129077783e-11,7,28,2,1
1.0993042378241619e-10,7,28,3,0
1.0916399723635452e-10,7,28,3,1
9.394918743602426e-11,7,28,4,0
9.338883509186716e-11,7,28,4,1
1.3789051271142593e-10,7,28,5,0
1.3668676889128503e-10,7,28,5,1
1.5985283973327205e-10,7,28,6,0
1.582373560340511e-10,7,28,6,1
2.0376083308429693e-10,7,28,7,0
2.01143256533786e-10,7,28,7,1
1.9977011494252878e-10,7,28,8,0
1.9725343320848945e-10,7,28,8,1
2.436579255820367e-10,7,28,9,0
2.3992432351696496e-10,7,28,9,1
2.6559351050750863e-10,7,28,10,0
2.6116351615028025e-10,7,28,10,1
3.094480500832807e-10,7,28,11,0
3.03450839477108e-10,7,28,11,1
2.935035095982631e-10,7,28,12,0
2.8810300556954494e-10,7,28,12,1
3.373439456063582e-10,7,28,13,0
3.3022916434781535e-10,7,28,13,1
3.5925585668350947e-10,7,28,14,0
3.5119782662385777e-10,7,28,14,1
1.7424000000000003e-07,7,29,0,0
1.4726354453627182e-08,7,29,0,1
4.398889169401667e-11,7,29,1,0
4.386892663909467e-11,7,29,1,1
6.597500946611133e-11,7,29,2,0
6.570552355180134e-11,7,29,2,1
1.0993059936908519e-10,7,29,3,0
1.0918443576972903e-10,7,29,3,1
9.394931568139322e-11,7,29,4,0
9.340379293709557e-11,7,29,4,1
1.3789078897567356e-10,7,29,5,0
1.3671881419005366e-10,7,29,5,1
1.5985321100917433e-10,7,29,6,0
1.5828030428270758e-10,7,29,6,1
2.0376143633486963e-10,7,29,7,0
2.0121265827082293e-10,7,29,7,1
1.9977069479477186e-10,7,29,8,0
1.9732017619410886e-10,7,29,8,1
2.4365878819834484e-10,7,29,9,0
2.4002307345598117e-10,7,29,9,1
2.655945354314465e-10,7,29,10,0
2.612805278037646e-10,7,29,10,1
3.094494414207964e-10,7,29,11,0
3.036088231827484e-10,7,29,11,1
2.935047612499571e-10,7,29,12,0
2.882454087706881e-10,7,29,12,1
3.373455991018342e-10,7,29,13,0
3.3041626978761824e-10,7,29,13,1
3.5925773195876294e-10,7,29,14,0
3.514094554520532e-10,7,29,14,1
1.7474000000000001e-07,7,30,0,0
1.5136316813551567e-08,7,30,0,1
4.3988923471255955e-11,7,30,1,0
4.387246642979996e-11,7,30,1,1
6.597508094687825e-11,7,30,2,0
6.571346472689499e-11,7,30,2,1
1.099307978267086e-10,7,30,3,0
1.0920636569815702e-10,7,30,3,1
9.394946063122735e-11,7,30,4,0
9.341984135273289e-11,7,30,4,1
1.378911012248539e-10,7,30,5,0
1.36753201191748e-10,7,30,5,1
1.5985363064608352e-10,7,30,6,0
1.583263944966595e-10,7,30,6,1
2.0376211816352663e-10,7,30,7,0
2.0128714859635513e-10,7,30,7,1
1.9977135017720366e-10,7,30,8,0
1.9739181183550835e-10,7,30,8,1
2.436597631783477e-10,7,30,9,0
2.401290784369576e-10,7,30,9,1
2.6559569386192474e-10,7,30,10,0
2.6140614565610376e-10,7,30,10,1
3.0945101399600113e-10,7,30,11,0
3.0377845209573274e-10,7,30,11,1
2.935061759429597e-10,7,30,12,0
2.883983003690445e-10,7,30,12,1
3.3734746798569783e-10,7,30,13,0
3.306171861816897e-10,7,30,13,1
3.592598515134209e-10,7,30,14,0
3.516367223541362e-10,7,30,14,1
2.0000000000000002e-07,8,0,0,0
4.39903221291316e-11,8,0,1,0
6.597822718502895e-11,8,0,2,0
1.0993953325670883e-10,8,0,3,0
9.395584075484524e-11,8,0,4,0
1.3790484565649705e-10,8,0,5,0
1.598721023181455e-10,8,0,6,0
2.0379213202533416e-10,8,0,7,0
1.9980019980019983e-10,8,0,8,0
2.4370268272707297e-10,8,0,9,0
2.6564668990242975e-10,8,0,10,0
3.095202436223853e-10,8,0,11,0
2.9356845437207313e-10,8,0,12,0
3.374297437330911e-10,8,0,13,0
3.593531643042524e-10,8,0,14,0
2.0044000000000001e-07,8,1,0,0
4.3903412492516466e-10,8,1,0,1
4.3990343369046914e-11,8,1,1,0
3.999200159968007e-11,8,1,1,1
6.597827496434023e-11,8,1,2,0
5.7374840263228814e-11,8,1,2,1
1.0993966591872352e-10,8,1,3,0
8.796129702930712e-11,8,1,3,1
9.39559376464839e-11,8,1,4,0
7.742320015394789e-11,8,1,4,1
1.379050543928048e-10,8,1,5,0
1.0499675257079501e-10,8,1,5,1
1.5987238285144568e-10,8,1,6,0
1.1726453813762594e-10,8,1,6,1
2.0379258786706801e-10,8,1,7,0
1.3928181726771777e-10,8,1,7,1
1.9980063795853273e-10,8,1,8,0
1.374055336955843e-10,8,1,8,1
2.4370333459568277e-10,8,1,9,0
1.568359801839726e-10,8,1,9,1
2.656474644504898e-10,8,1,10,0
1.6564173718894762e-10,8,1,10,1
3.0952129514321294e-10,8,1,11,0
1.8170143949102285e-10,8,1,11,1
2.935694003008958e-10,8,1,12,0
1.7608461644425596e-10,8,1,12,1
3.374309934355358e-10,8,1,13,0
1.9097428216424508e-10,8,1,13,1
3.593545816733068e-10,8,1,14,0
1.978041738678708e-10,8,1,14,1
2.0094e-07,8,2,0,0
9.356026674629244e-10,8,2,0,1
4.399036739242925e-11,8,2,1,0
4.2023688517494496e-11,8,2,1,1
6.597832900510434e-11,8,2,2,0
6.165097004879808e-11,8,2,2,1
1.0993981596617757e-10,8,2,3,0
9.842772653845678e-11,8,2,3,1
9.395604723579098e-11,8,2,4,0
8.541804865193963e-11,8,2,4,1
1.379052904842897e-10,8,2,5,0
1.2026159399826784e-10,8,2,5,1
1.5987270014917954e-10,8,2,6,0
1.3663386484875796e-10,8,2,6,1
2.0379310344827587e-10,8,2,7,0
1.674820089596237e-10,8,2,7,1
1.998011335388287e-10,8,2,8,0
1.6477641243185448e-10,8,2,8,1
2.4370407189438524e-10,8,2,9,0
1.935287679129708e-10,8,2,9,1
2.6564834050674434e-10,8,2,10,0
2.0711531047996514e-10,8,2,10,1
3.095224844720497e-10,8,2,11,0
2.32848591681536e-10,8,2,11,1
2.93570470198873e-10,8,2,12,0
2.2370412126842087e-10,8,2,12,1
3.374324069197826e-10,8,2,13,0
2.482985547073489e-10,8,2,13,1
3.5935618479880776e-10,8,2,14,0
2.599693322229837e-10,8,2,14,1
2.0138000000000002e-07,8,3,0,0
1.370543251564207e-09,8,3,0,1
4.3990388434347446e-11,8,3,1,0
4.263136033637773e-11,8,3,1,1
6.597837633906854e-11,8,3,2,0
6.296772095427209e-11,8,3,2,1
1.0993994739193013e-10,8,3,3,0
1.0182732420196693e-10,8,3,3,1
9.395614322443592e-11,8,3,4,0
8.79667196646035e-11,8,3,4,1
1.3790549727567763e-10,8,3,5,0
1.2537590057145974e-10,8,3,5,1
1.5987297806886973e-10,8,3,6,0
1.4327391272749927e-10,8,3,6,1
2.0379355504405113e-10,8,3,7,0
1.7756947803202157e-10,8,3,7,1
1.9980156761583496e-10,8,3,8,0
1.745311057430852e-10,8,3,8,1
2.4370471769233823e-10,8,3,9,0
2.0712517491103435e-10,8,3,9,1
2.656491078424566e-10,8,3,10,0
2.2276496790880935e-10,8,3,10,1
3.0952352620357976e-10,8,3,11,0
2.528161102604455e-10,8,3,11,1
2.9357140732072563e-10,8,3,12,0
2.420722414880033e-10,8,3,12,1
3.374336449895399e-10,8,3,13,0
2.711336798788048e-10,8,3,13,1
3.593575889759096e-10,8,3,14,0
2.8511022195899645e-10,8,3,14,1
2.02e-07,8,4,0,0
1.98019801980198e-09,8,4,0,1
4.3990417928768e-11,8,4,1,0
4.304357183385182e-11,8,4,1,1
6.597844268704285e-11,8,4,2,0
6.387117377797993e-11,8,4,2,1
1.099401316114987e-10,8,4,3,0
1.0421107479513051e-10,8,4,3,1
9.395627777173e-11,8,4,4,0
8.974004028755002e-11,8,4,4,1
1.379057871355213e-10,8,4,5,0
1.2900933915433444e-10,8,4,5,1
1.5987336762960033e-10,8,4,6,0
1.4803849000740196e-10,8,4,6,1
2.0379418804771417e-10,8,4,7,0
1.8494678246994616e-10,8,4,7,1
1.9980217606330368e-10,8,4,8,0
1.8165304268846506e-10,8,4,8,1
2.4370562291093926e-10,8,4,9,0
2.1723259913463077e-10,8,4,9,1
2.6565018342183064e-10,8,4,10,0
2.344996605925965e-10,8,4,10,1
3.095249864069992e-10,8,4,11,0
2.6803856296744627e-10,8,4,11,1
2.93572720891376e-10,8,4,12,0
2.559927555791619e-10,8,4,12,1
3.374353804030879e-10,8,4,13,0
2.8871861893413287e-10,8,4,13,1
3.5935955722474803e-10,8,4,14,0
3.046200710780166e-10,8,4,14,1
2.0244e-07,8,5,0,0
2.4105907923335307e-09,8,5,0,1
4.3990438750716116e-11,8,5,1,0
4.3211273827781504e-11,8,5,1,1
6.597848952623627e-11,8,5,2,0
6.42411305034791e-11,8,5,2,1
1.0994026166378672e-10,8,5,3,0
1.0519953812542577e-10,8,5,3,1
9.39563727571667e-11,8,5,4,0
9.047207838220653e-11,8,5,4,1
1.3790599176613454e-10,8,5,5,0
1.3052763524953216e-10,8,5,5,1
1.5987364264560714e-10,8,5,6,0
1.5004119983766035e-10,8,5,6,1
2.0379463492627468e-10,8,5,7,0
1.8808316891422326e-10,8,5,7,1
1.9980260560600084e-10,8,5,8,0
1.8467779779294897e-10,8,5,8,1
2.4370626196443724e-10,8,5,9,0
2.215724378416665e-10,8,5,9,1
2.656509427446647e-10,8,5,10,0
2.395648795465246e-10,8,5,10,1
3.095260172626387e-10,8,5,11,0
2.746767899565035e-10,8,5,11,1
2.9357364822871356e-10,8,5,12,0
2.6204100633448416e-10,8,5,12,1
3.3743660554892543e-10,8,5,13,0
2.9643542795870036e-10,8,5,13,1
3.5936094674556214e-10,8,5,14,0
3.1322297310789647e-10,8,5,14,1
2.0294000000000002e-07,8,6,0,0
2.8974081009165273e-09,8,6,0,1
4.3990462302447485e-11,8,6,1,0
4.334181183515584e-11,8,6,1,1
6.597854250613283e-11,8,6,2,0
6.453007083342563e-11,8,6,2,1
1.0994040876631372e-10,8,6,3,0
1.0597660191301859e-10,8,6,3,1
9.395648019543526e-11,8,6,4,0
9.104620710317235e-11,8,6,4,1
1.3790622322457384e-10,8,6,5,0
1.3172604955681258e-10,8,6,5,1
1.5987395371738065e-10,8,6,6,0
1.516268946915115e-10,8,6,6,1
2.037951403930217e-10,8,6,7,0
1.9058157886809487e-10,8,6,7,1
1.99803091464015e-10,8,6,8,0
1.8708597682424738e-10,8,6,8,1
2.437069848019529e-10,8,6,9,0
2.250479892814213e-10,8,6,9,1
2.656518016200309e-10,8,6,10,0
2.4363298387599754e-10,8,6,10,1
3.095271832718327e-10,8,6,11,0
2.800381127139577e-10,8,6,11,1
2.9357469714713094e-10,8,6,12,0
2.6691603039574393e-10,8,6,12,1
3.374379913222287e-10,8,6,13,0
3.02689462214168e-10,8,6,13,1
3.593625184456468e-10,8,6,14,0
3.202137662875171e-10,8,6,14,1
2.0338e-07,8,7,0,0
3.3238273183203855e-09,8,7,0,1
4.3990482932200725e-11,8,7,1,0
4.3425148673903654e-11,8,7,1,1
6.597858891302853e-11,8,7,2,0
6.471497879067234e-11,8,7,2,1
1.0994053761855622e-10,8,7,3,0
1.0647623515153391e-10,8,7,3,1
9.395657430433375e-11,8,7,4,0
9.141473188167324e-11,8,7,4,1
1.3790642596723632e-10,8,7,5,0
1.3249885905654017e-10,8,7,5,1
1.5987422619632507e-10,8,7,6,0
1.5265175978574558e-10,8,7,6,1
2.0379558314995283e-10,8,7,7,0
1.922035042407309e-10,8,7,7,1
1.9980351704489637e-10,8,7,8,0
1.8864870597034088e-10,8,7,8,1
2.4370761796251914e-10,8,7,9,0
2.273130937435538e-10,8,7,9,1
2.656525539416438e-10,8,7,10,0
2.462898597269839e-10,8,7,10,1
3.095282046246748e-10,8,7,11,0
2.835540542844455e-10,8,7,11,1
2.9357561593526917e-10,8,7,12,0
2.701083124221284e-10,8,7,12,1
3.3743920517578224e-10,8,7,13,0
3.0680136880610703e-10,8,7,13,1
3.593638951604987e-10,8,7,14,0
3.248191978610197e-10,8,7,14,1
2.0440000000000003e-07,8,8,0,0
4.305283757338553e-09,8,8,0,1
4.3990530414196556e-11,8,8,1,0
4.3554869236403954e-11,8,8,1,1
6.597869572447253e-11,8,8,2,0
6.500349640018517e-11,8,8,2,1
1.0994083418903721e-10,8,8,3,0
1.0725951928233631e-10,8,8,3,1
9.395679090829072e-11,8,8,4,0
9.199149123189419e-11,8,8,4,1
1.3790689260675278e-10,8,8,5,0
1.337139806863456e-10,8,8,5,1
1.5987485334376224e-10,8,8,6,0
1.5426688170535028e-10,8,8,6,1
2.0379660221696544e-10,8,8,7,0
1.9477103987251352e-10,8,8,7,1
1.9980449657869016e-10,8,8,8,0
1.9112153592216147e-10,8,8,8,1
2.4370907527217995e-10,8,8,9,0
2.3091310474886048e-10,8,8,9,1
2.6565428551884534e-10,8,8,10,0
2.5052163467507107e-10,8,8,10,1
3.0953055541986225e-10,8,8,11,0
2.8917787831632333e-10,8,8,11,1
2.9357773066137754e-10,8,8,12,0
2.752066389984998e-10,8,8,12,1
3.3744199904267895e-10,8,8,13,0
3.1339586078075865e-10,8,8,13,1
3.59367063879664e-10,8,8,14,0
3.322203392674374e-10,8,8,14,1
2.0484000000000003e-07,8,9,0,0
4.725639523530562e-09,8,9,0,1
4.3990550750668676e-11,8,9,1,0
4.359409930447597e-11,8,9,1,1
6.597874147169923e-11,8,9,2,0
6.509091658948701e-11,8,9,2,1
1.0994096121005125e-10,8,9,3,0
1.0749774565678014e-10,8,9,3,1
9.395688367962371e-11,8,9,4,0
9.216666786865271e-11,8,9,4,1
1.3790709246846006e-10,8,9,5,0
1.3408441375890135e-10,8,9,5,1
1.5987512195121954e-10,8,9,6,0
1.5476015373694614e-10,8,9,6,1
2.0379703868437994e-10,8,9,7,0
1.9555800341965066e-10,8,9,7,1
1.9980491611392905e-10,8,9,8,0
1.9187922709144398e-10,8,9,8,1
2.4370969944022934e-10,8,9,9,0
2.3202005664231678e-10,8,9,9,1
2.656550271566897e-10,8,9,10,0
2.5182509821343136e-10,8,9,10,1
3.0953156227150867e-10,8,9,11,0
2.909160287286365e-10,8,9,11,1
2.9357863640352165e-10,8,9,12,0
2.767804368033175e-10,8,9,12,1
3.374431956642525e-10,8,9,13,0
3.1543836237372115e-10,8,9,13,1
3.593684210526316e-10,8,9,14,0
3.34516479313888e-10,8,9,14,1
2.0534e-07,8,10,0,0
5.201129833446966e-09,8,10,0,1
4.399057375452811e-11,8,10,1,0
4.3630895695344937e-11,8,10,1,1
6.59787932192828e-11,8,10,2,0
6.517298412271161e-11,8,10,2,1
1.0994110489170115e-10,8,10,3,0
1.0772176535323991e-10,8,10,3,1
9.395698861921593e-11,8,10,4,0
9.233129681841098e-11,8,10,4,1
1.3790731854505108e-10,8,10,5,0
1.344331266341008e-10,8,10,5,1
1.5987542579075428e-10,8,10,6,0
1.552248871422052e-10,8,10,6,1
2.0379753240182152e-10,8,10,7,0
1.9630064748075432e-10,8,10,7,1
1.9980539067821352e-10,8,10,8,0
1.9259414210850917e-10,8,10,8,1
2.437104054790256e-10,8,10,9,0
2.3306619275920707e-10,8,10,9,1
2.656558660739473e-10,8,10,10,0
2.5305792579369036e-10,8,10,10,1
3.0953270119134455e-10,8,10,11,0
2.925625592384395e-10,8,10,11,1
2.9357966095101014e-10,8,10,12,0
2.7827043534551384e-10,8,10,12,1
3.374445492468811e-10,8,10,13,0
3.1737509980174873e-10,8,10,13,1
3.593699562469616e-10,8,10,14,0
3.3669538315388156e-10,8,10,14,1
2.0578e-07,8,11,0,0
5.617649917387501e-09,8,11,0,1
4.3990593905472645e-11,8,11,1,0
4.3658050210053734e-11,8,11,1,1
6.59788385492067e-11,8,11,2,0
6.523359107909267e-11,8,11,2,1
1.0994123075428627e-10,8,11,3,0
1.0788744071748034e-10,8,11,3,1
9.395708054441068e-11,8,11,4,0
9.245298641761968e-11,8,11,4,1
1.379075165842714e-10,8,11,5,0
1.3469125115784597e-10,8,11,5,1
1.598756919491114e-10,8,11,6,0
1.555691327155427e-10,8,11,6,1
2.037979648904769e-10,8,11,7,0
1.9685151106807272e-10,8,11,7,1
1.9980580638896982e-10,8,11,8,0
1.9312437142694857e-10,8,11,8,1
2.437110239583738e-10,8,11,9,0
2.3384313276311544e-10,8,11,9,1
2.6565660095318523e-10,8,11,10,0
2.539741315351037e-10,8,11,10,1
3.09533698869426e-10,8,11,11,0
2.937878414988525e-10,8,11,11,1
2.9358055844017207e-10,8,11,12,0
2.7937870117346227e-10,8,11,12,1
3.3744573496734884e-10,8,11,13,0
3.1881754273929617e-10,8,11,13,1
3.5937130105753374e-10,8,11,14,0
3.3831923886625984e-10,8,11,14,1
2.0640000000000002e-07,8,12,0,0
6.201550387596899e-09,8,12,0,1
4.399062215419194e-11,8,12,1,0
4.369001931297445e-11,8,12,1,1
6.597890209526024e-11,8,12,2,0
6.530499162661377e-11,8,12,2,1
1.0994140719577745e-10,8,12,3,0
1.08082879917464e-10,8,12,3,1
9.395720941044293e-11,8,12,4,0
9.259646902081699e-11,8,12,4,1
1.3790779420736138e-10,8,12,5,0
1.3499600147713017e-10,8,12,5,1
1.5987606506584047e-10,8,12,6,0
1.5597582374731918e-10,8,12,6,1
2.0379857117964803e-10,8,12,7,0
1.975031343941059e-10,8,12,7,1
1.9980638915779288e-10,8,12,8,0
1.937515136837007e-10,8,12,8,1
2.437118909815915e-10,8,12,9,0
2.347632403100029e-10,8,12,9,1
2.656576311536489e-10,8,12,10,0
2.5505984557372883e-10,8,12,10,1
3.0953509747956076e-10,8,12,11,0
2.952416100191669e-10,8,12,11,1
2.9358181659844997e-10,8,12,12,0
2.806930444931892e-10,8,12,12,1
3.374473971887123e-10,8,12,13,0
3.2053029746254755e-10,8,12,13,1
3.5937318630295995e-10,8,12,14,0
3.4024857048343654e-10,8,12,14,1
2.0684000000000002e-07,8,13,0,0
6.613807774124927e-09,8,13,0,1
4.399064209895401e-11,8,13,1,0
4.3709213593170404e-11,8,13,1,1
6.59789469614221e-11,8,13,2,0
6.534788542615351e-11,8,13,2,1
1.0994153177095918e-10,8,13,3,0
1.0820042446088894e-10,8,13,3,1
9.395730039529514e-11,8,13,4,0
9.268272909756234e-11,8,13,4,1
1.3790799022118293e-10,8,13,5,0
1.3517942206930378e-10,8,13,5,1
1.598763285024155e-10,8,13,6,0
1.5622073716089367e-10,8,13,6,1
2.0379899924653698e-10,8,13,7,0
1.9789598513499576e-10,8,13,7,1
1.9980680061823807e-10,8,13,8,0
1.9412956729541186e-10,8,13,8,1
2.4371250313882286e-10,8,13,9,0
2.3531850848537424e-10,8,13,9,1
2.6565835852172317e-10,8,13,10,0
2.5571541032496364e-10,8,13,10,1
3.095360849625875e-10,8,13,11,0
2.961203541266503e-10,8,13,11,1
2.9358270491565853e-10,8,13,12,0
2.8148720247778625e-10,8,13,12,1
3.374485707941963e-10,8,13,13,0
3.2156628898382043e-10,8,13,13,1
3.593745173745174e-10,8,13,14,0
3.414161783350471e-10,8,13,14,1
2.0734000000000003e-07,8,14,0,0
7.08015819427028e-09,8,14,0,1
4.3990664660726e-11,8,14,1,0
4.372824859482247e-11,8,14,1,1
6.597899771462736e-11,8,14,2,0
6.539044170565766e-11,8,14,2,1
1.09941672692215e-10,8,14,3,0
1.0831714411935441e-10,8,14,3,1
9.395740331864594e-11,8,14,4,0
9.276835723987007e-11,8,14,4,1
1.3790821195500248e-10,8,14,5,0
1.353616538336446e-10,8,14,5,1
1.5987662650602412e-10,8,14,6,0
1.564641656559025e-10,8,14,6,1
2.0379948348302046e-10,8,14,7,0
1.9828677976368838e-10,8,14,7,1
1.9980726606919153e-10,8,14,8,0
1.9450561389840663e-10,8,14,8,1
2.4371319562201324e-10,8,14,9,0
2.358712842594559e-10,8,14,9,1
2.6565918133387285e-10,8,14,10,0
2.563682988946267e-10,8,14,10,1
3.0953720202263427e-10,8,14,11,0
2.9699621882593693e-10,8,14,11,1
2.935837097970468e-10,8,14,12,0
2.8227852648087206e-10,8,14,12,1
3.3744989840040834e-10,8,14,13,0
3.225994117396632e-10,8,14,13,1
3.593760231102552e-10,8,14,14,0
3.4258101553542154e-10,8,14,14,1
2.0778000000000002e-07,8,15,0,0
7.488689960535182e-09,8,15,0,1
4.399068442528293e-11,8,15,1,0
4.374298689974725e-11,8,15,1,1
6.597904217545684e-11,8,15,2,0
6.542340453112501e-11,8,15,2,1
1.099417961421906e-10,8,15,3,0
1.0840762025259052e-10,8,15,3,1
9.395749348162831e-11,8,15,4,0
9.283471432354643e-11,8,15,4,1
1.3790840619859752e-10,8,15,5,0
1.3550297965453633e-10,8,15,5,1
1.5987688756372032e-10,8,15,6,0
1.56653021611271e-10,8,15,6,1
2.0379990768520653e-10,8,15,7,0
1.9859018883986001e-10,8,15,7,1
1.998076738147899e-10,8,15,8,0
1.9479755326260867e-10,8,15,8,1
2.437138022535861e-10,8,15,9,0
2.363007387721672e-10,8,15,9,1
2.656599021370274e-10,8,15,10,0
2.5687571516590755e-10,8,15,10,1
3.095381805949349e-10,8,15,11,0
2.976774175552165e-10,8,15,11,1
2.935845900977538e-10,8,15,12,0
2.8289381429321954e-10,8,15,12,1
3.374510614170807e-10,8,15,13,0
3.234032802402987e-10,8,15,13,1
3.5937734217353705e-10,8,15,14,0
3.434876902194308e-10,8,15,14,1
2.094e-07,8,16,0,0
8.978032473734481e-09,8,16,0,1
4.3990756479058845e-11,8,16,1,0
4.3785414206207287e-11,8,16,1,1
6.597920426226691e-11,8,16,2,0
6.551835643971309e-11,8,16,2,1
1.0994224619349913e-10,8,16,3,0
1.0866857870116878e-10,8,16,3,1
9.395782218106487e-11,8,16,4,0
9.302601759577228e-11,8,16,4,1
1.3790911433725625e-10,8,16,5,0
1.3591093328650702e-10,8,16,5,1
1.598778392823058e-10,8,16,6,0
1.571985216649665e-10,8,16,6,1
2.0380145417072192e-10,8,16,7,0
1.9946767013522945e-10,8,16,7,1
1.9980916030534352e-10,8,16,8,0
1.9564176743605224e-10,8,16,8,1
2.4371601381389403e-10,8,16,9,0
2.37544156326757e-10,8,16,9,1
2.6566252992855304e-10,8,16,10,0
2.5834576466482104e-10,8,16,10,1
3.095417481283678e-10,8,16,11,0
2.996533522819004e-10,8,16,11,1
2.9358779936478876e-10,8,16,12,0
2.846777720801936e-10,8,16,12,1
3.374553013760025e-10,8,16,13,0
3.257368396554973e-10,8,16,13,1
3.593821510297483e-10,8,16,14,0
3.4612127336625437e-10,8,16,14,1
2.0984e-07,8,17,0,0
9.378574151734656e-09,8,17,0,1
4.399077585714014e-11,8,17,1,0
4.379453597617552e-11,8,17,1,1
6.597924785380124e-11,8,17,2,0
6.553878280481287e-11,8,17,2,1
1.0994236723029295e-10,8,17,3,0
1.087247820582413e-10,8,17,3,1
9.395791058142085e-11,8,17,4,0
9.306720181246808e-11,8,17,4,1
1.3790930478431074e-10,8,17,5,0
1.3599885970556657e-10,8,17,5,1
1.5987809523809527e-10,8,17,6,0
1.573161607182826e-10,8,17,6,1
2.0380187008436326e-10,8,17,7,0
1.996571168309231e-10,8,17,7,1
1.998095600837936e-10,8,17,8,0
1.9582401311861686e-10,8,17,8,1
2.437166085946573e-10,8,17,9,0
2.378128821808801e-10,8,17,9,1
2.6566323665197567e-10,8,17,10,0
2.5866364705306623e-10,8,17,10,1
3.095427075898168e-10,8,17,11,0
3.000810998094292e-10,8,17,11,1
2.935886624725176e-10,8,17,12,0
2.8506380590687966e-10,8,17,12,1
3.3745644168276413e-10,8,17,13,0
3.2624235803525416e-10,8,17,13,1
3.5938344433872503e-10,8,17,14,0
3.466920970174145e-10,8,17,14,1
2.1034000000000002e-07,8,18,0,0
9.831701055434059e-09,8,18,0,1
4.399079777929881e-11,8,18,1,0
4.3803963284314417e-11,8,18,1,1
6.597929716833171e-11,8,18,2,0
6.555989780095365e-11,8,18,2,1
1.099425041577572e-10,8,18,3,0
1.0878290446146676e-10,8,18,3,1
9.39580105876427e-11,8,18,4,0
9.310978580246859e-11,8,18,4,1
1.3790952023489394e-10,8,18,5,0
1.3608981233297666e-10,8,18,5,1
1.598783847980998e-10,8,18,6,0
1.574378737055912e-10,8,18,6,1
2.0380234060338934e-10,8,18,7,0
1.9985320449761045e-10,8,18,7,1
1.9981001234919736e-10,8,18,8,0
1.960126403509271e-10,8,18,8,1
2.437172814648786e-10,8,18,9,0
2.380911307637605e-10,8,18,9,1
2.6566403616231255e-10,8,18,10,0
2.589928604925452e-10,8,18,10,1
